Name	Family	Origin	Length
ISRtr2	IS3	Rhizobium tropici	1321
ISSag12	IS3	Streptococcus agalactiae	1369
ISSag2	IS3	Streptococcus agalactiae	1220
ISSag3	IS30	Streptococcus agalactiae	1164
ISSag4	IS3	Streptococcus agalactiae	1221
ISSag5	IS3	Streptococcus agalactiae	1259
ISSag9	IS30	Streptococcus agalactiae	1538
ISSau1	IS30	Staphylococcus aureus	1070
ISSau2	IS3	Staphylococcus aureus	1660
ISSau4	IS3	Staphylococcus aureus	1261
ISSau5	IS30	Staphylococcus aureus	1136
ISSba10	IS30	Shewanella baltica	1069
ISSba13	IS3	Shewanella baltica	1670
ISSba15	IS3	Shewanella baltica	1643
ISSba16	IS30	Shewanella baltica	1078
ISSba17	IS30	Shewanella baltica	1072
ISSba3	IS3	Shewanella baltica	1235
ISSba4	IS3	Shewanella baltica	1299
ISSba5	IS3	Shewanella baltica	1260
ISSc1	IS30	Spiroplasma citri	NA
ISSd1	IS3	Shigella dysenteriae	1266
ISSde10	IS3	Shewanella denitrificans	1671
ISSde3	IS30	Shewanella denitrificans	1080
ISSde6	IS3	Shewanella denitrificans	1235
ISSde8	IS3	Shewanella denitrificans	1256
ISSdy1	IS3	Streptococcus dysgalactiae	1218
ISSdy2	IS3	Streptococcus dysgalactiae	1218
ISSen1	IS3	Salmonella enterica	1312
ISSen10	IS3	Salmonella enterica	1336
ISSen4	IS3	Salmonella enterica	1221
ISSeq3	IS3	Streptococcus equi	1430
ISSeq6	IS30	Streptococcus equi	1346
ISSfl10	IS3	Shigella flexneri	1237
ISSfl11	IS3	Shigella flexneri	1139
ISSham2	IS3	Shewanella amazonensis	1230
ISShes1	IS3	Shewanella sp.	1243
ISShes10	IS30	Shewanella sp.	1113
ISShes13	IS3	Shewanella sp.	1305
ISShes14	IS3	Shewanella sp.	1235
ISShes2	IS3	Shewanella sp.	1299
ISShfr4	IS3	Shewanella frigidimarina	1302
ISShfr6	IS3	Shewanella frigidimarina	1260
ISShfr8	IS3	Shewanella frigidimarina	1200
ISShsp3	IS3	Sphingomonas sp.	1229
ISShwo1	IS3	Shewanella woodyi	1308
ISSisp1	IS3	Silicibacter sp.	1236
ISSlo2	IS3	Shewanella loihica	1257
ISSlu1	IS30	Streptococcus lutetiensis	1086
ISSme1	IS3	Sinorhizobium medicae	1271
ISSmi1	IS30	Streptococcus mitis	1543
ISSmi3	IS30	Streptococcus mitis	1531
ISSmu1	IS3	Streptococcus mutans	1436
ISSod1	IS3	Shewanella oneidensis	1235
ISSod15	IS3	Shewanella oneidensis	1253
ISSod17	IS3	Shewanella oneidensis	1226
ISSod2	IS3	Shewanella oneidensis	1186
ISSod24	IS3	Shewanella oneidensis	1034
ISSpe1	IS3	Shewanella pealeana	1308
ISSpe3	IS3	Shewanella pealeana	1302
ISSpi1	IS3	Shewanella piezotolerans	1234
ISSpi4	IS3	Shewanella piezotolerans	1258
ISSpl1	IS3	Streptococcus pluranimilium	1430
ISSpma1	IS3	Sphingopyxis macrogoltabida	1269
ISSpma3	IS3	Sphingopyxis macrogoltabida	1269
ISSpn1	IS3	Streptococcus pneumoniae	435
ISSpn11	IS3	Streptococcus pneumoniae	1436
ISSpn4	IS3	Streptococcus pneumoniae	1438
ISSpn8	IS30	Streptococcus pneumoniae	1232
ISSpn9	IS30	Streptococcus pneumoniae	1534
ISSpr1	IS3	Serratia proteamaculans	1234
ISSpr2	IS3	Serratia proteamaculans	1221
ISSpu1	IS3	Shewanella putrefaciens	1244
ISSpu4	IS3	Shewanella putrefaciens	1266
ISSpu6	IS3	Shewanella putrefaciens	1670
ISSpwi1	IS3	Sphingomonas wittichii	1269
ISSpy1	IS3	Streptococcus pyogenes	1242
ISSse1	IS3	Shewanella sediminis	1251
ISSse2	IS3	Shewanela sediminis	1234
ISSse3	IS3	Shewanella sediminis	1203
ISSsp2	IS3	Sphingomonas sp.	1511
ISSst1	IS3	Sagittula stellata	1167
ISSsu11	IS3	Streptococcus suis	1311
ISStan1	IS30	Streptococcus anginosus	1120
ISStau1	IS3	Stigmatella aurantiaca	1376
ISSth1b	IS3	Streptococcus thermophilus	1684
ISSth6	IS3	Streptococcus thermophilus	1427
ISStin2	IS30	Streptococcus iniae	1164
ISStin4	IS30	Streptococcus iniae	1538
ISStin5	IS3	Streptococcus iniae	1248
ISStin6	IS3	Streptococcus iniae	1219
ISStin7	IS3	Streptococcus iniae	1427
ISStin9	IS30	Streptococcus iniae	1073
ISStma13	IS3	Stenotrophomonas maltophilia	1216
ISStma14	IS3	Stenotrophomonas maltophilia	1231
ISStma15	IS3	Stenotrophomonas maltophilia	1250
ISStma17	IS3	Stenotrophomonas maltophilia	1321
ISStma2	IS3	Stenotrophomonas maltophilia	1428
ISStma5	IS3	Stenotrophomonas maltophilia	1228
ISStma9	IS3	Stenotrophomonas maltophilia	1234
ISStrsp1	IS3	Streptococcus sp.	1467
ISSty2	IS3	Salmonella typhimurium	1259
ISSusp1	IS3	Sulfitobacter sp.	1228
ISSusp2	IS3	Sulfitobacter sp.	1196
ISSwo1	IS3	Syntrophomonas wolfei	1267
IST3091	IS30	Thiobacillus ferrooxidans	1064
ISTde2	IS30	Treponema denticola	1228
ISTesp1	IS3	Terrabacter sp.	1353
ISTesp3	IS3	Terrabacter sp.	1373
ISThsp11	IS3	Thiomonas sp.	1814
ISThsp4	IS3	Thiomonas sp.	1289
ISTki1	IS30	Thermoanaerobacter kivui	1341
ISTth1	IS3	Thermus thermophilus	1261
ISUnCu4	IS30	Plasmid QKH54	1113
ISVa4	IS3	Vibrio anguillarum	1254
ISVa6	IS30	Vibrio anguillarum	1091
ISVal2	IS3	Vibrio alginolyticus	1243
ISVch4	IS3	Vibrio cholerae	1258
ISVei1	IS3	Verminephrobacter eiseniae	1214
ISVisp1	IS3	Vibrio splendidus	1267
ISVisp3	IS3	Vibrio splendidus	1499
ISVisp4	IS3	Vibrio splendidus	1292
ISVisp5	IS3	Vibrio splendidus	1243
ISVpa2	IS3	Vibrio parahaemolyticus	1243
ISVpa4	IS3	Vibrio parahaemolyticus	1260
ISVpe1	IS3	Vibrio penaeicida	1243
ISVsa11	IS3	Aliivibrio salmonicida	1258
ISVsa7	IS30	Aliivibrio salmonicida	1054
ISVsp13	IS3	Verrucomicrobium spinosum	1503
ISVvu6	IS30	Vibrio vulnificus	1091
ISWci1	IS3	Weissella cibaria	1444
ISWci2	IS3	Weissella cibaria	1486
ISWco1	IS3	Weissella confusa	1434
ISWpi17	IS3	Wolbachia pipientis	1287
ISWsu1	IS3	Wolinella succinogenes	1203
ISXac2	IS3	Xanthomonas axonopodis	1195
ISXac3	IS3	Xanthomonas axonopodis	1234
ISXac4	IS3	Xanthomonas axonopodis	1202
ISXau1	IS3	Xanthobacter autotrophicus	1272
ISXau2	IS3	Xanthobacter autotrophicus	1238
ISXau3	IS3	Xanthobacter autotrophicus	1226
ISXc1	IS3	Xanthomonas campestris	1300
ISXc8	IS3	Xanthomonas campestris	1227
ISXca1	IS3	Xanthomonas campestris	1225
ISXca2	IS3	Xanthomonas campestris	1200
ISXcd1	IS3	Xanthomonas axonopodis	1195
ISXo17	IS3	Xanthomonas oryzae	1192
ISXo18	IS3	Xanthomonas oryzae	1189
ISYal1	IS3	Yersinia aldovae	1187
ISYen3	IS3	Yersinia enterocolitica	1140
ISYkr1	IS30	Yersinia kristensenii	1221
ISYpe1	IS3	Yersinia pestis	1212
ISYps8	IS3	Yersinia pseudotuberculosis	1212
IS1002	IS481	Bordetella parapertussis	1030
IS10A	IS4	Pseudomonas aeruginosa	1329
IS10L	IS4	Salmonella typhimurium	1329
IS10R	IS4	Salmonella typhimurium	1329
IS1121	IS481	Clavibacter michiganensis	1068
IS1122	IS481	Clavibacter michiganensis	1068
IS1151	IS4	Clostridium perfringens	1689
IS1271	IS4	Enterobacter agglomerans	1414
IS1419	IS481	Burkholderia glumae	1215
IS1481A	IS4	Xanthomonas campestris	1350
IS1598	IS4	Porphyromonas gingivalis	1396
IS1649	IS481	Streptomyces coelicolor	1070
IS1652	IS481	Streptomyces coelicolor	1060
IS1675	IS4	Lactococcus lactis	1606
IS186A	IS4	Escherichia coli	1341
IS186B	IS4	Escherichia coli	1338
IS231A	IS4	Bacillus thuringiensis	1656
IS231B	IS4	Bacillus thuringiensis	1643
IS231C	IS4	Bacillus thuringiensis	1656
IS231D	IS4	Bacillus thuringiensis	1657
IS231E	IS4	Bacillus thuringiensis	2075
IS231F	IS4	Bacillus thuringiensis	1655
IS231F2	IS4	Bacillus thuringiensis	2384
IS231H	IS4	Bacillus thuringiensis	1656
IS231I	IS4	Bacillus thuringiensis	1653
IS231J	IS4	Bacillus thuringiensis	1593
IS231K	IS4	Bacillus cereus	3965
IS231L	IS4	Bacillus anthracis	5396
IS231M	IS4	Bacillus thuringiensis	1652
IS231N	IS4	Bacillus thuringiensis	1654
IS231O	IS4	Bacillus thuringiensis	1656
IS231P	IS4	Bacillus thuringiensis	1653
IS231Q	IS4	Bacillus thuringiensis	1653
IS231R	IS4	Bacillus anthracis	1659
IS231S	IS4	Bacillus anthracis	2479
IS231T	IS4	Bacillus anthracis	2066
IS231U	IS4	Bacillus thuringiensis	1675
IS231V	IS4	Bacillus thuringiensis	1964
IS231W	IS4	Bacillus thuringiensis	1964
IS231Y	IS4	Bacillus cereus	1645
IS2621	IS4	Deinococcus radiodurans	1322
IS3514	IS481	Corynebacterium jeikeium	1427
IS4	IS4	Escherichia coli	1426
IS421	IS4	Escherichia coli	1342
IS481	IS481	Bordetella pertussis	1043
IS481v1	IS481	Bordetella pertussis	1043
IS481v2	IS481	Bordetella pertussis	1071
IS4Bsu1	IS4	Bacillus subtilis	1406
IS4Sa	IS4	Synechocystis sp.	1303
IS50R	IS4	Escherichia coli	1534
IS5377	IS4	Bacillus stearothermophilus	1249
IS5564	IS481	Corynebacterium striatum	2437
IS641	IS4	Bacillus halodurans	1405
IS8402	IS4	Synechocystis sp.	1322
IS943	IS4	Bacteroides fragilis	1557
ISA0963-1	IS481	Archaeoglobus fulgidus	963
ISA0963-2	IS481	Archaeoglobus fulgidus	963
ISA0963-3	IS481	Archaeoglobus fulgidus	963
ISA0963-4	IS481	Archaeoglobus fulgidus	963
ISA0963-5	IS481	Archaeoglobus fulgidus	963
ISA0963-6	IS481	Archaeoglobus fulgidus	963
ISA0963-7	IS481	Archaeoglobus fulgidus	963
ISAar21	IS4	Arthrobacter arilaitensis	1396
ISAar22	IS481	Arthrobacter arilaitensis	1722
ISAar27	IS481	Arthrobacter arilaitensis	1669
ISAar28	IS481	Arthrobacter arilaitensis	1593
ISAar35	IS481	Arthrobacter arilaitensis	1072
ISAav5	IS481	Acidovorax avenae	1028
ISAba1	IS4	Acinetobacter baumannii	1180
ISAba33	IS4	Acinetobacter baumannii	1180
ISAbe18	IS4	Acinetobacter bereziniae	1269
ISAcma11	IS4	Acaryochloris marina	1347
ISAcma16	IS4	Acaryochloris marina	1483
ISAcma18	IS4	Acaryochloris marina	1530
ISAcma19	IS4	Acaryochloris marina	1316
ISAcma44	IS4	Acaryochloris marina	1304
ISAcma47	IS4	Acaryochloris marina	1142
ISAcma48	IS4	Acaryochloris marina	1142
ISAcp2	IS481	Acidobacterium capsulatum	1025
ISAeme12	IS4	Aeromonas media	1426
ISAeme13	IS4	Aeromonas media	1425
ISAeme14	IS4	Aeromonas media	1425
ISAeme15	IS4	Aeromonas media	1429
ISAeme21	IS481	Aeromonas media	1038
ISAeme22	IS4	Aeromonas media	1534
ISAeme3	IS4	Aeromonas media	1384
ISAeme4	IS4	Aeromonas media	1383
ISAisp3	IS481	Acidovorax sp.	1082
ISAlw10	IS4	Acinetobacter lwoffii	1389
ISAlw24	IS481	Acinetobacter lwoffii	1197
ISAlw35	IS481	Acinetobacter lwoffii	1197
ISAlw7	IS4	Acinetobacter lwoffii	1267
ISAlw8	IS4	Acinetobacter lwoffii	1370
ISAlw9	IS4	Acinetobacter lwoffii	1392
ISAme1	IS4	Alkaliphilus metalliredigenes	1488
ISAni1	IS481	Arthrobacter nicotinovorans	1075
ISAnsp2	IS481	Anaeromyxobacter sp.	1298
ISAnsp7	IS4	Anaeromyxobacter sp.	1579
ISApu1	IS4	Aeromonas punctata	1384
ISApu2	IS4	Aeromonas punctata	1388
ISArch10	IS4	uncultured archaeon	1519
ISArch11	IS4	uncultured archaeon	1410
ISArch9	IS4	uncultured archaeon	1520
ISArsp1	IS481	Arthrobacter sp.	1077
ISArsp12	IS481	Arthrobacter sp.	2615
ISArsp2	IS481	Arthrobacter sp.	1373
ISArsp8	IS481	Arthrobacter sp.	1718
ISAs18	IS4	Aeromonas salmonicida	1261
ISAs19	IS481	Aeromonas salmonicida	1198
ISAs30	IS4	Aeromonas salmonicida	1426
ISAsp10	IS4	Anabaena sp.	1270
ISAsp3	IS4	Anabaena sp.	1452
ISAtsp3	IS4	Arthrospira sp.	1236
ISAtsp5	IS4	Arthrospira sp.	1320
ISAva1	IS4	Anabaena variabilis	1617
ISAva3	IS4	Anabaena variabilis	1181
ISAzo5	IS4	Azoarcus sp.	1478
ISAzs36	IS481	Azospirillum sp.	2622
ISAzvi11	IS481	Azotobacter vinelandii	1221
ISAzvi5	IS4	Azotobacter vinelandii	1328
ISAzvi6	IS4	Azotobacter vinelandii	1422
ISAzvi7	IS4	Azotobacter vinelandii	1450
ISBce10	IS4	Bacillus cereus	2649
ISBce11	IS4	Bacillus cereus	2928
ISBce12	IS4	Bacillus cereus	1573
ISBce2	IS4	Bacillus cereus	1646
ISBce4	IS4	Bacillus cereus	3340
ISBce5	IS4	Bacillus cereus	1653
ISBce7	IS4	Bacillus cereus	2039
ISBce8	IS4	Bacillus cereus	2470
ISBce9	IS4	Bacillus cereus	1597
ISBcen24	IS481	Burkholderia cenocepacia	1096
ISBcen25	IS481	Burkholderia cenocepacia	1096
ISBcen26	IS481	Burkholderia cenocepacia	1041
ISBdi5	IS481	Bradyrhizobium diazoefficiens	1240
ISBf13	IS4	Bacteroides fragilis	1220
ISBf8	IS4	Bacteroides fragilis	1663
ISBfu1	IS481	Brevibacterium fuscum	553
ISBj16	IS481	Bradyrhizobium japonicum	1271
ISBli20	IS481	Brevibacterium linens	1476
ISBli23	IS481	Brevibacterium linens	1638
ISBlma1	IS4	Blastopirellula marina	1528
ISBlma2	IS4	Blastopirellula marina	1439
ISBlma3	IS4	Blastopirellula marina	1388
ISBlma6	IS4	Blastopirellula marina	1567
ISBm3	IS481	Brucella melitensis	1022
ISBmu27	IS481	Burkholderia multivorans	1205
ISBrsp4	IS481	Bradyrhizobium sp.	1268
ISBst1	IS481	Bacillus stearothermophilus	1461
ISBth4	IS4	Bacillus thuringiensis	2046
ISBth5	IS4	Bacillus thuringiensis	4997
ISBthe1	IS4	Bacteroides thetaiotaomicron	1317
ISBthe3	IS4	Bacteroides thetaiotaomicron	1458
ISBvi1	IS4	Burkholderia vietnamiensis	1455
ISBxe3	IS481	Burkholderia xenovorans	1279
ISBxe4	IS481	Burkholderia xenovorans	1128
ISCaa11	IS481	Candidatus Amoebophilus	1019
ISCaa12	IS481	Candidatus Amoebophilus	1209
ISCARN115	IS4	Metagenomic data	1502
ISCARN35	IS4	Metagenomic data	1455
ISCARN70	IS4	Metagenomic data	1312
ISCARN93	IS4	Metagenomic data	1311
ISCb2	IS4	Clostridium beijerincki	1774
ISCbe2	IS481	Caldicellulosiruptor bescii	1264
ISCce1	IS481	Clostridium cellulolyticum	1293
ISCef4	IS4	Corynebacterium efficiens	1451
ISCgl1	IS481	Corynebacterium glutamicum	2435
ISChy3	IS481	Carboxydothermus hydrogenoformans	3098
ISChy6	IS481	Carboxydothermus hydrogenoformans	3020
ISCja2	IS4	Cellvibrio japonicus	1274
ISCje1	IS481	Corynebacterium jeikeium	1417
ISCku2	IS4	Candidatus Kuenenia	2730
ISCku3	IS4	Candidatus Kuenenia	1384
ISCku4	IS4	Candidatus Kuenenia	1971
ISCmi2	IS481	Clavibacter michiganensis	1054
ISCph2	IS4	Chlorobium phaeobacteroides	1392
ISCro2	IS4	Citrobacter rodentium	1281
ISCro3	IS4	Citrobacter rodentium	1430
ISCro6	IS4	Citrobacter rodentium	1415
ISCsa6	IS481	Caldicellulosiruptor saccharolyticus	1258
ISCte4	IS481	Comamonas testosteroni	1025
ISDar2	IS4	Dechloromonas aromatica	1322
ISDds2	IS4	Deinococcus deserti	1069
ISDds3	IS4	Deinococcus deserti	1176
ISDds7	IS4	Deinococcus deserti	1123
ISDge11	IS4	Deinococcus geothermalis	1176
ISDge9	IS4	Deinococcus geothermalis	1127
ISDha2	IS4	Desulfitobacterium hafniense	1594
ISDha3	IS4	Desulfitobacterium hafniense	1593
ISDha4	IS4	Desulfitobacterium hafniense	1593
ISDha5	IS4	Desulfitobacterium hafniense	1509
ISDpr1	IS4	delta proteobacterium	1325
ISDpr2	IS4	delta proteobacterium	1549
ISDra1	IS4	Deinococcus radiodurans	1207
ISDra7	IS4	Deinococcus radiodurans	1322
ISDre1	IS4	Desulfotomaculum reducens	1554
ISDvu4	IS481	Desulfovibrio vulgaris	1220
ISEc13	IS4	Escherichia coli	1550
ISEc18	IS481	Escherichia coli	1020
ISEc19	IS481	Escherichia coli	1229
ISEc29	IS4	Escherichia coli	1325
ISEc60	IS4	Escherichia coli	1294
ISEc77	IS4	Escherichia coli	1318
ISEch6	IS4	Dickeya dadantii	1414
ISEch9	IS4	Dickeya dadantii	1451
ISEcret8	IS481	Endozoicomonas endosymbiont	1206
ISErsp1	IS481	Erwinia sp.	1201
ISFac10	IS4	Ferroplasma acidarmanus	1354
ISFac5	IS481	Ferroplasma acidarmanus	972
ISFsp5	IS4	Frankia sp.	1617
ISFsp6	IS4	Frankia sp.	1472
ISFtu5	IS4	Francisella tularensis	1157
ISFw3	IS481	Francisella sp.	1179
ISGdi10	IS481	Gluconacetobacter diazotrophicus	1229
ISGdi9	IS481	Gluconacetobacter diazotrophicus	1044
ISGebe1	IS481	Geobacter bemidjiensis	1269
ISGka3	IS4	Geobacillus kaustophilus	1605
ISGlo3	IS481	Geobacter lovleyi	1076
ISGme2	IS4	Geobacter metallireducens	1314
ISGme9	IS481	Geobacter metallireducens	1353
ISGsu1	IS4	Geobacter sulfurreducens	1240
ISGur1	IS4	Geobacter uraniumreducens	1556
ISGur11	IS481	Geobacter uraniumreducens	1838
ISGur4	IS4	Geobacter uraniumreducens	1335
ISGvi2	IS4	Gloeobacter violaceus	1487
ISGvi3	IS4	Gloeobacter violaceus	1160
ISGvi4	IS4	Gloeobacter violaceus	1160
ISH2	IS4	Halobacterium salinarum	521
ISH26	IS4	Halobacterium salinarum	1384
ISH26-1	IS4	Halobacterium salinarum	1705
ISH30	IS4	Halobacterium salinarum	1654
ISH32	IS4	Halobacterium salinarum	1625
ISH5	IS4	Halobacterium sp.	1442
ISH8	IS4	Halobacterium salinarum	1402
ISH8A	IS4	Halobacterium sp.	1402
ISH8B	IS4	Halobacterium sp.	1403
ISH8C	IS4	Halobacterium sp.	1403
ISH8D	IS4	Halobacterium sp.	1402
ISH8E	IS4	Halobacterium sp.	1403
ISHaha1	IS4	Halobacillus halophilus	1554
ISHch2	IS4	Hahella chejuensis	1633
ISHma1	IS4	Haloarcula marismortui	1403
ISHme2	IS4	Haloferax mediterranei	1403
ISHne2	IS481	Hyphomonas neptunium	1316
ISHsal3	IS4	Halobacterium salinarum	1403
ISHsal4	IS4	Halobacterium salinarum	1403
ISHth3	IS4	Halococcus thailandensis	1472
ISHti13	IS4	Halorhabdus tiamatea	1403
ISHti4	IS4	Halorhabdus tiamatea	1662
ISHvo11	IS4	Haloferax volcanii	1445
ISHvo12	IS4	Haloferax volcanii	1395
ISHvo13	IS4	Haloferax volcanii	1395
ISHwa2	IS4	Haloquadratum walsbyi	1668
ISHwa5	IS4	Haloquadratum walsbyi	2256
ISHwa8	IS4	Haloquadratum walsbyi	1509
ISHwa9	IS4	Haloquadratum walsbyi	1511
ISIlo1	IS4	Idiomarina loihiensis	1440
ISJs1	IS481	Janibacter sp.	1104
ISKpn27	IS481	Klebsiella pneumoniae	1080
ISKpn28	IS481	Klebsiella pneumoniae	1096
ISKrh1	IS481	Kocuria rhizophila	2854
ISKrh2	IS481	Kocuria rhizophila	1122
ISKrh3	IS481	Kocuria rhizophila	1113
ISL5	IS4	Lactobacillus delbrueckii	1590
ISLbp1	IS4	Leptospira borgpetersenii	1407
ISLbp4	IS4	Leptospira kirschneri	1484
ISLho3	IS4	Lactobacillus hokkaidonensis	1562
ISLpn1	IS4	Legionella pneumophila	1355
ISLpn2	IS4	Legionella pneumophila	1498
ISLpn3	IS4	Legionella pneumophila	1497
ISLpn4	IS4	Legionella pneumophila	1498
ISLpn5	IS4	Legionella pneumophila	1571
ISLpn6	IS4	Legionella pneumophila	1490
ISLpn9	IS4	Legionella pneumophila	1628
ISLre1	IS4	Lactobacillus reuteri	1543
ISLxc2	IS481	Leifsonia xyli	1113
ISLxx4	IS481	Leifsonia xyli	1110
ISMac4	IS481	Methanosarcina acetivorans	1029
ISMae7	IS4	Microcystis aeruginosa	1589
ISMasp2	IS4	Magnetococcus sp.	1597
ISMav2	IS481	Mycobacterium avium	1361
ISMav3	IS481	Mycobacterium avium	1091
ISMav4	IS481	Mycobacterium avium	1089
ISMav5	IS481	Mycobacterium avium	1357
ISMba1	IS4	Methanosarcina barkeri	1539
ISMba6	IS4	Methanosarcina barkeri	1453
ISMdi11	IS481	Methylobacterium dichloromethanicum	1053
ISMdi4	IS481	Methylobacterium dichloromethanicum	1053
ISMdi8	IS481	Methylobacterium dichloromethanicum	1002
ISMex2	IS481	Methylobacterium extorquens	1031
ISMfl1	IS4	Mycobacterium flavescens	1457
ISMha5	IS481	Mannheimia haemolytica	1201
ISMhu6	IS4	Methanospirillum hungatei	1781
ISMlu10	IS481	Micrococcus luteus	1117
ISMlu8	IS481	Micrococcus luteus	1117
ISMlu9	IS481	Micrococcus luteus	1115
ISMmg3	IS4	Magnetospirillum magnetotacticum	1189
ISMps1	IS4	marine psychrotrophic	1381
ISMsm9	IS481	Mycobacterium smegmatis	1098
ISMtsp15	IS481	Methylobacterium sp.	1122
ISMtsp16	IS481	Methylobacterium sp.	1023
ISMva2	IS481	Mycobacterium vanbaalenii	1966
ISMyma4	IS481	Mycobacterium marinum	1085
ISMyma5	IS481	Mycobacterium marinum	1838
ISMyma6	IS481	Mycobacterium marinum	1072
ISMysp4	IS481	Mycobacterium sp.	1095
ISMysp5	IS481	Mycobacterium sp.	1117
ISMysp6	IS481	Mycobacterium sp.	1077
ISNe2	IS481	Nitrosomonas europaea	1005
ISNfa1	IS481	Nocardia farcinica	1118
ISNmo2	IS4	Nitrococcus mobilis	1529
ISNmo3	IS481	Nitrococcus mobilis	1061
ISNpu3	IS4	Nostoc punctiforme	1513
ISNpu4	IS4	Nostoc punctiforme	1272
ISNpu8	IS4	Nostoc punctiforme	1412
ISNwi5	IS481	Nitrobacter winogradskyi	1003
ISOsp1	IS4	Oceanobacter sp.	1273
ISPa12	IS4	Pseudomonas aeruginosa	1387
ISPa13	IS4	Pseudomonas aeruginosa	1387
ISPa1635	IS4	Pseudomonas aeruginosa	1635
ISPa45	IS4	Pseudomonas aeruginosa	1637
ISPa99	IS4	Pseudomonas aeruginosa	1325
ISPat1	IS4	Pseudoalteromonas atlantica	1325
ISPca1	IS4	Pelobacter carbinolicus	1251
ISPca3	IS481	Pelobacter carbinolicus	1077
ISPcc1	IS4	Pectobacterium carotovorum	1281
ISPcc3	IS4	Pectobacterium carotovorum	1427
ISPcc6	IS4	Pectobacterium carotovorum	1452
ISPen1	IS4	Pseudomonas entomophila	1514
ISPepr1	IS4	Pelobacter propionicus	1556
ISPepr3	IS4	Pelobacter propionicus	1337
ISPepr4	IS4	Pelobacter propionicus	1562
ISPfr15	IS481	Propionibacterium freudenreichii	1097
ISPfr17	IS481	Propionibacterium freudenreichii	1092
ISPfr19	IS481	Propionibacterium freudenreichii	1089
ISPfr21	IS481	Propionibacterium freudenreichii	2632
ISPfr5	IS481	Propionibacterium freudenreichii	1329
ISPg4	IS4	Porphyromonas gingivalis	1395
ISPhsp1	IS4	Photobacterium sp.	1425
ISPlu9	IS4	Photorhabdus luminescens	1492
ISPosp1	IS4	Polaromonas sp.	1529
ISPosp4	IS4	Polaromonas sp.	1328
ISPosp6	IS481	Polaromonas sp.	1026
ISPpr1	IS4	Photobacterium profundum	1310
ISPpr2	IS4	Photobacterium profundum	1360
ISPpr3	IS4	Photobacterium profundum	1502
ISPpr4	IS4	Photobacterium profundum	1400
ISPpu8	IS4	Pseudomonas putida	1419
ISPrst1	IS4	Providencia stuartii	1512
ISPsy33	IS4	Pseudomonas syringae	1429
ISPto2	IS4	Psychroflexus torquis	1389
ISPto3	IS4	Psychroflexus torquis	1572
ISPtu1	IS4	Pseudoalteromonas tunicata	1351
ISPye28	IS481	Paracoccus yeei	1046
ISPye60	IS4	Paracoccus yeei	1519
ISRae1	IS481	Rhodococcus aetherivorans	1116
ISRba1	IS4	Rhodopirellula baltica	1481
ISRba2	IS4	Rhodopirellula baltica	1365
ISRba3	IS4	Rhodopirellula baltica	1667
ISRba5	IS4	Rhodopirellula baltica	1743
ISRel1	IS4	Rhizobium etli	1273
ISRel12	IS481	Rhizobium sp.	1002
ISRel2	IS481	Rhizobium etli	1047
ISRhba3	IS481	Rhodobacterales bacterium	999
ISRhba4	IS481	Rhodobacterales bacterium	1000
ISRhosp6	IS481	Rhodococcus sp.	1096
ISRhsp3	IS481	Rhodobacter sphaeroides	1104
ISRm16	IS4	Sinorhizobium meliloti	1299
ISRm20	IS481	Sinorhizobium meliloti	1265
ISRme14	IS481	Ralstonia metallidurans	1041
ISRpa3	IS481	Rhodopseudomonas palustris	1261
ISRpe1	IS481	Rickettsia peacockii	1189
ISRso13	IS4	Ralstonia solanacearum	1467
ISRsp6	IS4	Rhizobium sp.	1277
ISSav1	IS4	Streptomyces avermitilis	1776
ISSav5	IS481	Streptomyces avermitilis	1953
ISSav7	IS481	Streptomyces avermitilis	2992
ISSba6	IS4	Shewanella baltica	1420
ISSco1	IS481	Streptomyces coelicolor	1057
ISSco2	IS481	Streptomyces coelicolor	1964
ISSde1	IS4	Shewanella denitrificans	1318
ISSde2	IS481	Shewanella denitrificans	1200
ISSfl1	IS4	Shigella flexneri	1301
ISSfl9	IS4	Shigella flexneri	1304
ISShes15	IS481	Shewanella sp.	1200
ISShes5	IS4	Shewanella sp.	1318
ISShes6	IS4	Shewanella sp.	1338
ISShfr1	IS4	Shewanella frigidimarina	1322
ISShvi2	IS4	Shewanella violacea	1412
ISSod13	IS481	Shewanella oneidensis	1202
ISSod3	IS4	Shewanella oneidensis	1338
ISSod7	IS4	Shewanella oneidensis	1419
ISSpal1	IS481	Sphingopyxis alaskensis	1002
ISSpu12	IS4	Shewanella putrefaciens	1500
ISSpu18	IS481	Shewanella putrefaciens	1199
ISSpu9	IS4	Shewanella putrefaciens	1490
ISSsu2	IS4	Streptococcus suis	1503
ISSsu8	IS481	Streptococcus suis	1115
ISStag2	IS481	Stappia aggregata	1035
ISStma1	IS481	Stenotrophomonas maltophilia	1023
ISStma12	IS481	Stenotrophomonas maltophilia	1023
ISStma3	IS481	Stenotrophomonas maltophilia	1023
ISStpr1	IS481	Streptomyces pristinaespiralis	1052
ISSvi1	IS481	Spiroplasma virus	1129
ISSysp2	IS4	Synechococcus sp.	1179
ISSysp3	IS4	Synechococcus sp.	1485
ISTeha3	IS4	Tetragenococcus halophilus	1522
ISTeha4	IS4	Tetragenococcus halophilus	1567
ISTeha5	IS4	Tetragenococcus halophilus	1385
ISTel1	IS481	Thermosynechococcus elongatus	1101
ISTel5	IS4	Thermosynechococcus elongatus	1083
